barracks_status_dire,barracks_status_radiant,dire_score,duration,first_blood_time,radiant_score,radiant_win,start_time,tower_status_radiant,match_id,player_slot,ability_upgrades_arr,account_id,assists,deaths,denies,gold_per_min,gold_spent,hero_damage,hero_healing,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,item_neutral,kills,last_hits,personaname,level,net_worth,tower_damage,xp_per_min,isRadiant,win,kills_per_min,kda,total_gold,total_xp
0,51,36,2957,108,44,True,1701309917,390,7464967448,0,"['tinker_rearm', 'dark_seer_vacuum', 'lina_light_strike_array', 'snapfire_firesnap_cookie']",,14,8,11,497,22285.0,15933.0,0.0,Necrophos,125,50,204,223,119,232,300,5,205,,24,21866,5843.0,687,True,1,0.10145417653026717,2.11,24493,33857
0,51,36,2957,108,44,True,1701309917,390,7464967448,1,"['earthshaker_enchant_totem', 'life_stealer_rage', 'warlock_rain_of_chaos', 'drow_ranger_multishot']",,10,5,29,738,32670.0,62098.0,0.0,Pangolier,141,123,110,235,108,141,381,17,374,,25,33394,21075.0,807,True,1,0.3449442002029084,4.5,36371,39771
0,51,36,2957,108,44,True,1701309917,390,7464967448,2,"['earthshaker_aftershock', 'necrolyte_death_pulse', 'lina_dragon_slave', 'lina_laguna_blade']",94170201.0,18,11,2,511,20520.0,22296.0,6948.0,Warlock,29,226,100,235,114,77,290,5,223,things85,23,20403,571.0,611,True,1,0.10145417653026717,1.92,25183,30112
0,51,36,2957,108,44,True,1701309917,390,7464967448,3,"['skywrath_mage_concussive_shot', 'skywrath_mage_mystic_flare', 'spectre_spectral_dagger', 'tinker_laser']",111762734.0,17,7,5,339,14335.0,39715.0,1652.0,Lina,267,218,226,36,108,180,336,5,68,凋零,22,15475,451.0,554,True,1,0.10145417653026717,2.75,16707,27302
0,51,36,2957,108,44,True,1701309917,390,7464967448,4,"['hoodwink_sharpshooter', 'warlock_shadow_word', 'lina_fiery_soul', 'drow_ranger_frost_arrows']",114847546.0,5,5,11,665,24035.0,30155.0,0.0,Drow Ranger,160,63,249,65,263,108,309,10,262,DMG,27,28488,4065.0,740,True,1,0.20290835306053434,2.5,32773,36469
0,51,36,2957,108,44,True,1701309917,390,7464967448,128,"['pangolier_gyroshell', 'pangolier_lucky_shot', 'spectre_desolate', 'snapfire_lil_shredder']",,15,7,9,555,25500.0,30311.0,0.0,Snapfire,141,166,263,147,168,50,309,5,342,,25,24073,12840.0,714,False,0,0.10145417653026717,2.5,27352,35188
0,51,36,2957,108,44,True,1701309917,390,7464967448,129,"['life_stealer_feast', 'pangolier_swashbuckle', 'necrolyte_reapers_scythe', 'life_stealer_ghoul_frenzy']",421821.0,11,7,1,626,28095.0,28041.0,0.0,Dark Seer,208,1466,1097,73,135,48,309,13,261,Grondo,25,26783,6380.0,716,False,0,0.26378085897869463,3.0,30851,35286
0,51,36,2957,108,44,True,1701309917,390,7464967448,130,"['warlock_fatal_bonds', 'skywrath_mage_ancient_seal', 'drow_ranger_marksmanship', 'earthshaker_fissure']",909681568.0,16,11,4,318,10410.0,11332.0,0.0,Skywrath Mage,218,40,37,29,235,232,289,3,87,kloppi,20,12124,179.0,444,False,0,0.0608725059181603,1.58,15672,21881
0,51,36,2957,108,44,True,1701309917,390,7464967448,131,"['life_stealer_infest', 'necrolyte_heartstopper_aura', 'skywrath_mage_arcane_bolt', 'pangolier_shield_crash']",104799808.0,21,5,2,586,19310.0,64957.0,0.0,Tinker,114,137,77,108,48,37,289,5,297,"Good game, well played",26,25790,0.0,719,False,0,0.10145417653026717,4.33,28880,35434
0,51,36,2957,108,44,True,1701309917,390,7464967448,132,"['dark_seer_ion_shell', 'dark_seer_surge', 'dark_seer_wall_of_replica', 'spectre_dispersion']",74152970.0,21,14,5,578,21340.0,62654.0,0.0,Spectre,1,114,127,108,50,172,638,10,225,okra,25,20841,3002.0,701,False,0,0.20290835306053434,2.07,28485,34547
63,0,45,3591,0,36,False,1701302867,0,7464901645,0,"['dark_willow_shadow_realm', 'dazzle_bad_juju', 'dazzle_shadow_wave', 'spectre_desolate']",,12,10,9,638,36330.0,84832.0,6132.0,Dark Willow,249,63,123,263,166,116,309,9,413,,28,28743,1726.0,764,True,0,0.15037593984962405,1.91,38184,45725
63,0,45,3591,0,36,False,1701302867,0,7464901645,1,"['lone_druid_spirit_link', 'huskar_burning_spear', 'huskar_berserkers_blood', 'huskar_life_break']",,8,8,21,606,30300.0,50625.0,1013.0,Doom,151,116,249,208,63,1,297,15,379,,28,28950,3024.0,958,True,0,0.2506265664160401,2.56,36269,57336
63,0,45,3591,0,36,False,1701302867,0,7464901645,2,"['sniper_assassinate', 'troll_warlord_whirling_axes_ranged', 'troll_warlord_whirling_axes_melee', 'kunkka_tidebringer']",184569195.0,15,9,14,557,29375.0,26406.0,0.0,Kunkka,249,141,141,108,141,50,311,3,437,omn003,25,29825,0.0,619,True,0,0.05012531328320802,1.8,33336,37047
63,0,45,3591,0,36,False,1701302867,0,7464901645,3,"['sniper_take_aim', 'weaver_the_swarm', 'weaver_time_lapse', 'spectre_spectral_dagger']",109125055.0,9,11,6,521,23645.0,29169.0,0.0,Lone Druid,147,1466,263,75,160,63,336,5,345,sixsmith,27,25874,2962.0,666,True,0,0.0835421888053467,1.17,31181,39860
63,0,45,3591,0,36,False,1701302867,0,7464901645,4,"['kunkka_torrent', 'warlock_fatal_bonds', 'warlock_shadow_word', 'warlock_rain_of_chaos']",172752126.0,20,9,4,371,18145.0,30569.0,18031.0,Warlock,108,254,231,36,90,218,311,3,149,kalientris,26,18088,2038.0,619,True,0,0.05012531328320802,2.3,22204,37047
63,0,45,3591,0,36,False,1701302867,0,7464901645,128,"['sniper_shrapnel', 'weaver_geminate_attack', 'dazzle_poison_touch', 'dark_willow_terrorize']",,19,6,9,608,29640.0,47235.0,596.0,Dazzle,123,250,160,149,63,263,571,9,337,,29,36624,11087.0,739,False,1,0.15037593984962405,4.0,36388,44229
63,0,45,3591,0,36,False,1701302867,0,7464901645,129,"['spectre_dispersion', 'doom_bringer_devour', 'doom_bringer_scorched_earth', 'doom_bringer_doom']",3950571.0,15,9,5,773,45780.0,51702.0,0.0,Spectre,147,137,121,48,600,114,2192,6,468,|| Danny ,29,37620,2543.0,857,False,1,0.10025062656641603,2.1,46264,51291
63,0,45,3591,0,36,False,1701302867,0,7464901645,130,"['dark_willow_bramble_maze', 'huskar_inner_fire', 'weaver_shukuchi', 'leshrac_pulse_nova']",74152970.0,21,5,4,684,30970.0,56623.0,0.0,Huskar,123,119,235,121,273,30,300,14,289,okra,30,39666,730.0,774,False,1,0.23391812865497075,5.83,40937,46323
63,0,45,3591,0,36,False,1701302867,0,7464901645,131,"['sniper_headshot', 'razor_plasma_field', 'razor_unstable_current', 'razor_eye_of_the_storm']",104799808.0,11,5,19,601,31245.0,21824.0,0.0,Sniper,154,123,263,160,63,249,336,7,516,"Good game, well played",28,32642,7341.0,727,False,1,0.11695906432748537,3.0,35969,43510
63,0,45,3591,0,36,False,1701302867,0,7464901645,132,"['troll_warlord_fervor', 'troll_warlord_battle_trance', 'razor_static_link', 'doom_bringer_infernal_blade']",,12,11,5,513,28240.0,43052.0,0.0,Troll Warlord,249,1097,50,116,154,156,309,8,225,,28,28742,10253.0,689,False,1,0.1336675020885547,1.67,30703,41236
16,63,32,2557,275,52,True,1701222985,1575,7463488538,0,"['wisp_tether', 'wisp_tether_break', 'riki_smoke_screen', 'riki_backstab', 'tusk_snowball']",104799808.0,30,9,0,390,9955.0,5872.0,11379.0,Shadow Shaman,102,42,231,0,0,0,375,0,26,"Good game, well played",24,14248,203.0,763,True,1,,3.0,16620,32516
16,63,32,2557,275,52,True,1701222985,1575,7463488538,1,"['bounty_hunter_track', 'riki_blink_strike', 'tusk_tag_team', 'tinker_laser']",74152970.0,8,2,4,1162,38240.0,75286.0,0.0,Tusk,610,117,114,133,63,112,573,40,225,okra,29,43163,15339.0,1026,True,1,0.9385999217833398,16.0,49520,43724
16,63,32,2557,275,52,True,1701222985,1575,7463488538,2,"['pugna_decrepify', 'beastmaster_wild_axes', 'obsidian_destroyer_astral_imprisonment', 'beastmaster_primal_roar']",909681568.0,20,8,4,553,17745.0,16730.0,0.0,Outworld Destroyer,1,223,116,235,65,63,311,2,192,kloppi,22,20553,762.0,649,True,1,0.046929996089166995,2.44,23567,27658
16,63,32,2557,275,52,True,1701222985,1575,7463488538,3,"['tusk_walrus_punch', 'beastmaster_inner_beast', 'riki_tricks_of_the_trade', 'morphling_waveform']",112426325.0,16,5,9,719,22585.0,29606.0,0.0,Morphling,263,147,1466,63,160,75,381,7,355,~ki!L $wIt(H~,24,29228,11976.0,784,True,1,0.16425498631208446,3.83,30641,33411
16,63,32,2557,275,52,True,1701222985,1575,7463488538,4,"['tinker_rearm', 'bounty_hunter_wind_walk', 'shadow_shaman_voodoo', 'beastmaster_call_of_the_wild_hawk']",,22,8,1,435,12715.0,8351.0,0.0,Bounty Hunter,0,203,36,63,178,1107,364,2,54,,22,13999,221.0,631,True,1,0.046929996089166995,2.67,18538,26891
16,63,32,2557,275,52,True,1701222985,1575,7463488538,128,"['pugna_nether_ward', 'sniper_assassinate', 'night_stalker_crippling_fear', 'tusk_ice_shards']",,22,9,5,336,12270.0,33249.0,0.0,Tinker,40,100,37,108,29,42,573,4,48,,19,12066,111.0,498,False,0,0.09385999217833399,2.6,14319,21223
16,63,32,2557,275,52,True,1701222985,1575,7463488538,129,"['keeper_of_the_light_spirit_form', 'sniper_headshot', 'sniper_take_aim', 'wisp_overcharge']",,9,8,19,493,19645.0,43582.0,0.0,Sniper,263,141,166,63,0,26,288,13,198,,23,15964,2798.0,678,False,0,0.30504497457958546,2.44,21010,28894
16,63,32,2557,275,52,True,1701222985,1575,7463488538,130,"['sniper_shrapnel', 'wisp_spirits', 'obsidian_destroyer_sanity_eclipse', 'shadow_shaman_shackles']",,16,13,6,307,12015.0,25726.0,1600.0,Io,50,37,81,232,162,9,950,2,76,,19,13025,125.0,496,False,0,0.046929996089166995,1.29,13083,21137
16,63,32,2557,275,52,True,1701222985,1575,7463488538,131,"['pugna_nether_blast', 'pugna_life_drain', 'obsidian_destroyer_equilibrium', 'shadow_shaman_ether_shock']",140374656.0,9,13,1,500,15575.0,27456.0,1984.0,Beastmaster,226,40,48,37,273,232,2190,6,255,Swampmonkey,21,16738,4991.0,566,False,0,0.14078998826750097,1.07,21308,24121
16,63,32,2557,275,52,True,1701222985,1575,7463488538,132,"['bounty_hunter_jinada', 'night_stalker_void', 'night_stalker_hunter_in_the_night', 'night_stalker_darkness']",143985191.0,15,10,5,640,22510.0,53090.0,0.0,Pugna,263,226,158,63,123,172,2192,7,281,Perepimp Took,23,22704,2957.0,723,False,0,0.16425498631208446,2.0,27274,30811
0,63,30,2592,200,38,True,1701219445,1926,7463454250,0,"['sniper_assassinate', 'chen_penitence', 'omniknight_hammer_of_purity', 'legion_commander_overwhelming_odds']",,18,4,20,445,18510.0,32578.0,0.0,Clinkz,108,36,263,277,1107,29,311,7,112,,23,18778,1755.0,677,True,1,0.16203703703703703,5.0,19224,29246
0,63,30,2592,200,38,True,1701219445,1926,7463454250,1,"['clinkz_strafe', 'dragon_knight_elder_dragon_form', 'clinkz_death_pact', 'clinkz_tar_bomb']",86748766.0,20,7,15,660,25595.0,54300.0,0.0,Lone Druid,598,263,158,156,108,48,309,8,301,Chronozoa,24,28296,13982.0,774,True,1,0.18518518518518517,3.5,28512,33436
0,63,30,2592,200,38,True,1701219445,1926,7463454250,2,"['faceless_void_chronosphere', 'dragon_knight_breathe_fire', 'omniknight_purification', 'faceless_void_time_walk']",,18,7,7,366,11980.0,14349.0,4756.0,Primal Beast,180,36,206,114,0,0,311,4,48,,22,13156,349.0,650,True,1,0.09259259259259259,2.75,15811,28080
0,63,30,2592,200,38,True,1701219445,1926,7463454250,3,"['primal_beast_trample', 'sniper_headshot', 'tiny_grow', 'legion_commander_press_the_attack']",111643342.0,13,7,4,463,16695.0,19146.0,2609.0,Faceless Void,603,50,154,11,75,168,381,5,131,SirHamster,22,17699,4936.0,661,True,1,0.11574074074074073,2.25,20001,28555
0,63,30,2592,200,38,True,1701219445,1926,7463454250,4,"['sniper_take_aim', 'lina_dragon_slave', 'lina_fiery_soul', 'bloodseeker_rupture']",68350137.0,17,5,7,712,30940.0,59879.0,0.0,Invoker,116,156,158,123,63,160,825,14,296,Bigsatch,24,29131,14110.0,739,True,1,0.32407407407407407,5.17,30758,31924
0,63,30,2592,200,38,True,1701219445,1926,7463454250,128,"['faceless_void_time_lock', 'sniper_shrapnel', 'primal_beast_pulverize', 'legion_commander_moment_of_courage']",104799808.0,7,6,6,471,17885.0,23107.0,0.0,Sniper,263,63,147,247,75,1,571,6,266,"Good game, well played",21,19020,478.0,551,False,0,0.13888888888888887,1.86,20347,23803
0,63,30,2592,200,38,True,1701219445,1926,7463454250,129,"['primal_beast_onslaught', 'lone_druid_spirit_link', 'tiny_tree_grab', 'tiny_toss_tree', 'legion_commander_duel']",74152970.0,7,7,8,638,26570.0,39922.0,0.0,Dragon Knight,1,210,127,249,48,21,949,14,283,okra,23,21811,5984.0,712,False,0,0.32407407407407407,2.63,27561,30758
0,63,30,2592,200,38,True,1701219445,1926,7463454250,130,"['invoker_deafening_blast_ad', 'dragon_knight_dragon_tail', 'clinkz_wind_walk', 'omniknight_martyr']",909681568.0,21,9,7,301,8845.0,12478.0,904.0,Lina,1,267,0,218,29,232,675,2,30,kloppi,19,9687,22.0,464,False,0,0.046296296296296294,2.3,13003,20044
0,63,30,2592,200,38,True,1701219445,1926,7463454250,131,"['primal_beast_uproar', 'lone_druid_true_form', 'chen_divine_favor', 'dragon_knight_dragon_blood']",3470166.0,15,8,24,557,19790.0,44899.0,0.0,Omniknight,127,137,226,48,187,112,825,4,280,Kamikaze_,21,20370,166.0,599,False,0,0.09259259259259259,2.11,24062,25876
0,63,30,2592,200,38,True,1701219445,1926,7463454250,132,"['lina_light_strike_array', 'tiny_avalanche', 'tiny_toss', 'omniknight_guardian_angel']",4912110.0,18,8,7,316,12295.0,17650.0,0.0,Tiny,180,1,254,37,218,210,675,2,47,NinjaX,19,12150,33.0,489,False,0,0.046296296296296294,2.22,13651,21124
63,3,43,1956,62,16,False,1701137558,0,7462017269,0,"['troll_warlord_fervor', 'dawnbreaker_fire_wreath', 'phantom_assassin_phantom_strike']",,7,11,8,288,7405.0,9916.0,0.0,Dawnbreaker,63,73,26,40,11,252,378,3,72,,13,8177,0.0,315,True,0,0.09202453987730061,0.83,9388,10269
63,3,43,1956,62,16,False,1701137558,0,7462017269,1,"['batrider_sticky_napalm', 'shadow_demon_demonic_purge', 'queenofpain_shadow_strike', 'dark_seer_vacuum']",,8,12,4,233,5890.0,14882.0,0.0,Shadow Shaman,29,232,43,244,596,0,2093,2,30,,12,6319,0.0,288,True,0,0.06134969325153374,0.77,7595,9388
63,3,43,1956,62,16,False,1701137558,0,7462017269,2,"['phantom_assassin_coup_de_grace', 'dark_seer_surge', 'abyssal_underlord_firestorm', 'troll_warlord_whirling_axes_ranged']",,5,9,0,273,7270.0,15055.0,195.0,Troll Warlord,29,11,236,154,0,0,297,2,69,,12,7970,147.0,278,True,0,0.06134969325153374,0.7,8899,9062
63,3,43,1956,62,16,False,1701137558,0,7462017269,3,"['troll_warlord_whirling_axes_melee', 'shadow_demon_disseminate', 'legion_commander_press_the_attack', 'legion_commander_duel']",121260783.0,5,6,9,437,13365.0,11691.0,720.0,Earth Spirit,0,63,168,152,1,127,2096,6,156,Numb - God damn you're beautiful,16,13025,623.0,459,True,0,0.18404907975460122,1.57,14246,14963
63,3,43,1956,62,16,False,1701137558,0,7462017269,4,"['batrider_flaming_lasso', 'queenofpain_blink', 'legion_commander_overwhelming_odds', 'lich_sinister_gaze']",,7,5,3,346,10350.0,7083.0,0.0,Underlord,108,218,102,125,4204,180,331,2,128,,14,10439,0.0,371,True,0,0.06134969325153374,1.5,11279,12094
63,3,43,1956,62,16,False,1701137558,0,7462017269,128,"['troll_warlord_battle_trance', 'lich_frost_nova', 'abyssal_underlord_atrophy_aura', 'legion_commander_moment_of_courage']",74152970.0,10,4,16,831,23185.0,48768.0,0.0,Shadow Demon,603,249,114,4205,63,0,573,25,265,okra,23,24692,18736.0,937,False,1,0.7668711656441718,7.0,27090,30546
63,3,43,1956,62,16,False,1701137558,0,7462017269,129,"['phantom_assassin_stifling_dagger', 'dawnbreaker_celestial_hammer', 'dark_seer_wall_of_replica', 'shadow_shaman_voodoo']",104799808.0,18,1,10,458,14765.0,22584.0,0.0,Dark Seer,11,180,0,108,1107,1,289,5,109,"Good game, well played",20,14788,1901.0,679,False,1,0.15337423312883436,11.5,14930,22135
63,3,43,1956,62,16,False,1701137558,0,7462017269,130,"['batrider_firefly', 'shadow_demon_disruption', 'lich_chain_frost', 'shadow_shaman_shackles']",909681568.0,23,6,0,340,10190.0,9123.0,0.0,Phantom Assassin,1,29,188,42,40,235,680,4,15,kloppi,17,10038,517.0,492,False,1,0.12269938650306748,3.86,11084,16039
63,3,43,1956,62,16,False,1701137558,0,7462017269,131,"['dawnbreaker_solar_guardian', 'phantom_assassin_blur', 'earth_spirit_rolling_boulder', 'dawnbreaker_luminosity']",51732237.0,18,3,13,431,12095.0,12284.0,3798.0,Legion Commander,50,939,36,73,56,108,355,6,80,wondah,16,13980,3753.0,468,False,1,0.18404907975460122,6.0,14050,15256
63,3,43,1956,62,16,False,1701137558,0,7462017269,132,"['dark_seer_ion_shell', 'abyssal_underlord_pit_of_malice', 'lich_frost_shield', 'shadow_shaman_mass_serpent_ward']",86751364.0,20,2,1,468,14575.0,18418.0,0.0,Queen of Pain,178,235,232,108,29,77,289,3,139,[A]pachu,17,15008,5690.0,505,False,1,0.09202453987730061,7.67,15256,16463
51,63,13,1449,144,37,True,1701135450,1974,7461993078,0,"['grimstroke_ink_creature', 'disruptor_thunder_strike', 'disruptor_static_storm', 'skeleton_king_hellfire_blast']",,6,3,14,323,6110.0,9093.0,69.0,Disruptor,180,218,0,0,1107,0,212,4,46,,13,7236,473.0,413,True,1,0.16563146997929606,2.5,7800,9973
51,63,13,1449,144,37,True,1701135450,1974,7461993078,1,"['necrolyte_reapers_scythe', 'marci_guardian', 'winter_wyvern_arctic_burn', 'drow_ranger_frost_arrows']",111167055.0,2,4,8,518,9200.0,7224.0,1113.0,Timbersaw,77,77,63,65,108,0,306,6,126,Origiratina,16,12416,1784.0,583,True,1,0.24844720496894412,1.6,12509,14079
51,63,13,1449,144,37,True,1701135450,1974,7461993078,2,"['marci_unleash', 'puck_illusory_orb', 'shredder_reactive_armor', 'venomancer_poison_sting']",74152970.0,11,2,11,662,12975.0,21327.0,0.0,Drow Ranger,75,108,4204,149,63,263,1124,14,153,okra,18,16033,11355.0,744,True,1,0.5797101449275363,8.33,15987,17967
51,63,13,1449,144,37,True,1701135450,1974,7461993078,3,"['skeleton_king_reincarnation', 'grimstroke_spirit_walk', 'puck_waning_rift', 'terrorblade_reflection']",104799808.0,16,1,0,347,8780.0,10490.0,125.0,Puck,180,254,223,188,43,0,589,5,39,"Good game, well played",15,8383,3310.0,562,True,1,0.2070393374741201,10.5,8380,13572
51,63,13,1449,144,37,True,1701135450,1974,7461993078,4,"['necrolyte_death_pulse', 'necrolyte_heartstopper_aura', 'necrolyte_sadist', 'winter_wyvern_winters_curse']",909681568.0,12,3,13,574,12755.0,13892.0,5155.0,Venomancer,231,267,90,36,0,20,306,8,142,kloppi,17,13779,1582.0,654,True,1,0.33126293995859213,5.0,13862,15794
51,63,13,1449,144,37,True,1701135450,1974,7461993078,128,"['skeleton_king_mortal_strike', 'puck_phase_shift', 'drow_ranger_multishot', 'drow_ranger_marksmanship']",,6,8,1,278,6625.0,6190.0,0.0,Necrophos,63,102,0,236,77,244,378,1,64,,12,6471,247.0,352,False,0,0.041407867494824016,0.78,6713,8500
51,63,13,1449,144,37,True,1701135450,1974,7461993078,129,"['marci_grapple', 'venomancer_noxious_plague', 'shredder_whirling_death', 'abyssal_underlord_pit_of_malice']",,6,7,4,242,5255.0,8499.0,0.0,Terrorblade,180,596,4205,37,218,188,297,1,26,,13,5591,774.0,399,False,0,0.041407867494824016,0.88,5844,9635
51,63,13,1449,144,37,True,1701135450,1974,7461993078,130,"['abyssal_underlord_firestorm', 'disruptor_glimpse', 'terrorblade_sunder', 'venomancer_venomous_gale']",,5,11,2,279,4270.0,10702.0,0.0,Winter Wyvern,0,267,0,0,0,180,288,3,24,,11,6098,389.0,295,False,0,0.12422360248447206,0.67,6737,7124
51,63,13,1449,144,37,True,1701135450,1974,7461993078,131,"['abyssal_underlord_atrophy_aura', 'puck_dream_coil', 'terrorblade_conjure_image', 'skeleton_king_vampiric_aura']",121260783.0,2,5,9,539,12110.0,15139.0,0.0,Underlord,11,13,48,65,3,137,297,3,191,Numb - God damn you're beautiful,14,12889,1708.0,502,False,0,0.12422360248447206,0.83,13016,12123
51,63,13,1449,144,37,True,1701135450,1974,7461993078,132,"['grimstroke_dark_artistry', 'drow_ranger_wave_of_silence', 'terrorblade_metamorphosis', 'grimstroke_soul_chain']",,3,6,7,342,7630.0,15314.0,106.0,Grimstroke,77,60,63,41,236,244,375,3,82,,12,7280,437.0,388,False,0,0.12422360248447206,0.86,8259,9370
63,0,43,1782,223,22,False,1701133124,0,7461971059,0,"['furion_wrath_of_nature', 'terrorblade_conjure_image', 'chaos_knight_chaos_strike', 'mirana_leap']",74152970.0,7,9,13,705,14840.0,25981.0,0.0,Nature's Prophet,65,57,108,24,63,168,306,8,277,okra,19,15789,179.0,702,True,0,0.26936026936026936,1.5,20938,20849
63,0,43,1782,223,22,False,1701133124,0,7461971059,1,"['viper_viper_strike', 'centaur_return', 'mirana_arrow', 'spectre_dispersion']",104799808.0,9,7,2,403,9430.0,16502.0,0.0,Luna,127,125,16,63,61,53,358,4,110,"Good game, well played",15,10398,0.0,453,True,0,0.13468013468013468,1.63,11969,13454
63,0,43,1782,223,22,False,1701133124,0,7461971059,2,"['skywrath_mage_mystic_flare', 'chaos_knight_chaos_bolt', 'terrorblade_reflection', 'furion_sprout']",909681568.0,10,13,2,279,6605.0,10571.0,0.0,Mirana,206,23,244,188,218,180,838,4,17,kloppi,15,6623,32.0,418,True,0,0.13468013468013468,1.0,8286,12414
63,0,43,1782,223,22,False,1701133124,0,7461971059,3,"['viper_poison_attack', 'luna_lucent_beam', 'visage_grave_chill', 'luna_eclipse']",,7,6,7,224,6605.0,9479.0,0.0,Visage,42,22,63,17,36,534,378,1,45,,13,6305,0.0,337,True,0,0.03367003367003367,1.14,6652,10008
63,0,43,1782,223,22,False,1701133124,0,7461971059,4,"['terrorblade_metamorphosis', 'queenofpain_shadow_strike', 'queenofpain_sonic_wave', 'furion_teleportation']",,8,8,8,321,8540.0,12591.0,0.0,Queen of Pain,108,19,63,2,8,0,1124,3,85,,15,8678,0.0,433,True,0,0.10101010101010101,1.22,9533,12860
63,0,43,1782,223,22,False,1701133124,0,7461971059,128,"['axe_berserkers_call', 'axe_counter_helix', 'terrorblade_sunder', 'spectre_spectral_dagger']",180019207.0,22,2,5,499,15930.0,13715.0,0.0,Chaos Knight,604,125,127,218,48,34,990,3,92,Bobby,20,14639,1074.0,777,False,1,0.10101010101010101,8.33,14820,23076
63,0,43,1782,223,22,False,1701133124,0,7461971059,129,"['visage_soul_assumption', 'centaur_hoof_stomp', 'axe_culling_blade', 'queenofpain_blink']",126604589.0,14,7,0,397,8475.0,13821.0,0.0,Faceless Void,180,235,36,0,0,0,990,9,12,the man,18,9673,914.0,651,False,1,0.30303030303030304,2.88,11790,19334
63,0,43,1782,223,22,False,1701133124,0,7461971059,130,"['faceless_void_time_lock', 'visage_gravekeepers_cloak', 'chaos_knight_reality_rift', 'chaos_knight_phantasm']",,10,1,14,743,20975.0,19549.0,0.0,Viper,263,108,75,75,63,139,1076,17,169,,20,22283,13714.0,766,False,1,0.5723905723905724,13.5,22067,22750
63,0,43,1782,223,22,False,1701133124,0,7461971059,131,"['faceless_void_chronosphere', 'luna_moon_glaive', 'queenofpain_scream_of_pain', 'faceless_void_time_walk']",87626099.0,17,4,19,745,21595.0,25300.0,0.0,Terrorblade,63,174,156,147,0,24,2096,13,234,RORREERROR,21,20998,12501.0,830,False,1,0.4377104377104377,6.0,22126,24651
63,0,43,1782,223,22,False,1701133124,0,7461971059,132,"['viper_nethertoxin', 'viper_corrosive_skin', 'centaur_double_edge', 'centaur_stampede']",148525021.0,29,8,2,496,12445.0,16083.0,125.0,Centaur Warrunner,86,48,125,692,36,90,676,1,156,SynomyN,18,13798,2021.0,605,False,1,0.03367003367003367,3.33,14731,17968
63,15,40,2402,0,34,False,1701054451,0,7460545182,0,"['necrolyte_heartstopper_aura', 'skywrath_mage_arcane_bolt', 'skywrath_mage_mystic_flare', 'antimage_counterspell']",,11,7,36,537,18155.0,27324.0,0.0,Slardar,36,206,176,127,180,108,311,5,225,,21,17125,60.0,648,True,0,0.12489592006661117,2.0,21497,25941
63,15,40,2402,0,34,False,1701054451,0,7460545182,1,"['antimage_blink', 'arc_warden_spark_wraith', 'huskar_life_break', 'slardar_slithereen_crush']",,12,7,11,479,17250.0,31950.0,0.0,Nature's Prophet,48,108,223,256,235,16,675,10,191,,20,16750,4991.0,551,True,0,0.24979184013322234,2.75,19175,22058
63,15,40,2402,0,34,False,1701054451,0,7460545182,2,"['clinkz_wind_walk', 'arc_warden_magnetic_field', 'furion_sprout', 'faceless_void_time_walk']",100299136.0,14,9,2,303,9895.0,15723.0,362.0,Arc Warden,240,36,267,100,218,63,289,3,85,I die for the team,17,9105,1185.0,433,True,0,0.0749375520399667,1.7,12130,17334
63,15,40,2402,0,34,False,1701054451,0,7460545182,3,"['faceless_void_time_lock', 'clinkz_strafe', 'slardar_sprint', 'techies_land_mines']",74152970.0,4,5,11,784,19250.0,30550.0,0.0,Chen,65,116,75,147,63,249,361,11,307,okra,24,27659,808.0,835,True,0,0.2747710241465446,2.5,31386,33427
63,15,40,2402,0,34,False,1701054451,0,7460545182,4,"['hoodwink_sharpshooter', 'huskar_burning_spear', 'hoodwink_scurry', 'clinkz_tar_bomb']",295458184.0,8,12,10,360,10895.0,12902.0,0.0,Necrophos,1107,48,92,43,254,261,573,5,101,JimPaladin,18,9905,562.0,457,True,0,0.12489592006661117,1.0,14412,18295
63,15,40,2402,0,34,False,1701054451,0,7460545182,128,"['furion_wrath_of_nature', 'antimage_mana_break', 'hoodwink_acorn_shot', 'clinkz_death_pact']",,17,5,7,754,29690.0,27029.0,0.0,Skywrath Mage,168,1466,147,108,48,96,311,4,289,,23,28409,8376.0,764,False,1,0.09991673605328893,3.5,30185,30585
63,15,40,2402,0,34,False,1701054451,0,7460545182,129,"['wisp_spirits', 'antimage_mana_void', 'skywrath_mage_concussive_shot', 'skywrath_mage_ancient_seal', 'wisp_spirits_in']",180328355.0,11,4,7,803,29990.0,60754.0,0.0,Hoodwink,1,235,63,147,610,40,949,21,226,-,26,29503,5781.0,966,False,1,0.5245628642797668,6.4,32146,38672
63,15,40,2402,0,34,False,1701054451,0,7460545182,130,"['chen_penitence', 'huskar_berserkers_blood', 'slardar_amplify_damage', 'furion_teleportation']",323064694.0,10,8,17,312,3900.0,11869.0,0.0,Huskar,127,0,73,29,73,0,947,2,70,***,15,3763,370.0,329,False,1,0.04995836802664447,1.33,12490,13170
63,15,40,2402,0,34,False,1701054451,0,7460545182,131,"['faceless_void_chronosphere', 'wisp_overcharge', 'faceless_void_time_dilation', 'slardar_bash']",101347236.0,11,5,8,645,22415.0,21575.0,0.0,Anti-Mage,603,939,208,63,75,172,638,5,244,Smoothcrimnl,24,24804,10315.0,802,False,1,0.12489592006661117,2.67,25821,32106
